algorithm,dataset,timestep,anomaly_score
EchoStateNetwork,IOPS_13,0,0.0
EchoStateNetwork,IOPS_13,1,0.0
EchoStateNetwork,IOPS_13,2,0.0
EchoStateNetwork,IOPS_13,3,0.0
EchoStateNetwork,IOPS_13,4,0.0
EchoStateNetwork,IOPS_13,5,0.0
EchoStateNetwork,IOPS_13,6,0.0
EchoStateNetwork,IOPS_13,7,0.0
EchoStateNetwork,IOPS_13,8,0.0
EchoStateNetwork,IOPS_13,9,0.0
EchoStateNetwork,IOPS_13,10,0.0
EchoStateNetwork,IOPS_13,11,0.0
EchoStateNetwork,IOPS_13,12,0.0
EchoStateNetwork,IOPS_13,13,0.0
EchoStateNetwork,IOPS_13,14,0.0
EchoStateNetwork,IOPS_13,15,0.0
EchoStateNetwork,IOPS_13,16,0.0
EchoStateNetwork,IOPS_13,17,0.0
EchoStateNetwork,IOPS_13,18,0.0
EchoStateNetwork,IOPS_13,19,0.0
EchoStateNetwork,IOPS_13,20,0.0
EchoStateNetwork,IOPS_13,21,0.0
EchoStateNetwork,IOPS_13,22,0.0
EchoStateNetwork,IOPS_13,23,0.0
EchoStateNetwork,IOPS_13,24,0.0
EchoStateNetwork,IOPS_13,25,0.0
EchoStateNetwork,IOPS_13,26,0.0
EchoStateNetwork,IOPS_13,27,0.0
EchoStateNetwork,IOPS_13,28,0.0
EchoStateNetwork,IOPS_13,29,0.0
EchoStateNetwork,IOPS_13,30,0.0
EchoStateNetwork,IOPS_13,31,0.0
EchoStateNetwork,IOPS_13,32,0.0
EchoStateNetwork,IOPS_13,33,0.0
EchoStateNetwork,IOPS_13,34,0.0
EchoStateNetwork,IOPS_13,35,0.0
EchoStateNetwork,IOPS_13,36,0.0
EchoStateNetwork,IOPS_13,37,0.0
EchoStateNetwork,IOPS_13,38,0.0
EchoStateNetwork,IOPS_13,39,0.0
EchoStateNetwork,IOPS_13,40,0.0
EchoStateNetwork,IOPS_13,41,0.0
EchoStateNetwork,IOPS_13,42,0.0
EchoStateNetwork,IOPS_13,43,0.0
EchoStateNetwork,IOPS_13,44,0.0
EchoStateNetwork,IOPS_13,45,0.0
EchoStateNetwork,IOPS_13,46,0.0
EchoStateNetwork,IOPS_13,47,0.0
EchoStateNetwork,IOPS_13,48,0.0
EchoStateNetwork,IOPS_13,49,0.0
EchoStateNetwork,IOPS_13,50,0.0
EchoStateNetwork,IOPS_13,51,0.0
EchoStateNetwork,IOPS_13,52,0.0
EchoStateNetwork,IOPS_13,53,0.0
EchoStateNetwork,IOPS_13,54,0.0
EchoStateNetwork,IOPS_13,55,0.0
EchoStateNetwork,IOPS_13,56,0.0
EchoStateNetwork,IOPS_13,57,0.0
EchoStateNetwork,IOPS_13,58,0.0
EchoStateNetwork,IOPS_13,59,0.0
EchoStateNetwork,IOPS_13,60,0.0
EchoStateNetwork,IOPS_13,61,0.0
EchoStateNetwork,IOPS_13,62,0.0
EchoStateNetwork,IOPS_13,63,0.0
EchoStateNetwork,IOPS_13,64,0.0
EchoStateNetwork,IOPS_13,65,0.0
EchoStateNetwork,IOPS_13,66,0.0
EchoStateNetwork,IOPS_13,67,0.0
EchoStateNetwork,IOPS_13,68,0.0
EchoStateNetwork,IOPS_13,69,0.0
EchoStateNetwork,IOPS_13,70,0.0
EchoStateNetwork,IOPS_13,71,0.0
EchoStateNetwork,IOPS_13,72,0.0
EchoStateNetwork,IOPS_13,73,0.0
EchoStateNetwork,IOPS_13,74,0.0
EchoStateNetwork,IOPS_13,75,0.0
EchoStateNetwork,IOPS_13,76,0.0
EchoStateNetwork,IOPS_13,77,0.0
EchoStateNetwork,IOPS_13,78,0.0
EchoStateNetwork,IOPS_13,79,0.0
EchoStateNetwork,IOPS_13,80,0.0
EchoStateNetwork,IOPS_13,81,0.0
EchoStateNetwork,IOPS_13,82,0.0
EchoStateNetwork,IOPS_13,83,0.0
EchoStateNetwork,IOPS_13,84,0.0
EchoStateNetwork,IOPS_13,85,0.0
EchoStateNetwork,IOPS_13,86,0.0
EchoStateNetwork,IOPS_13,87,0.0
EchoStateNetwork,IOPS_13,88,0.0
EchoStateNetwork,IOPS_13,89,0.0
EchoStateNetwork,IOPS_13,90,0.0
EchoStateNetwork,IOPS_13,91,0.0
EchoStateNetwork,IOPS_13,92,0.0
EchoStateNetwork,IOPS_13,93,0.0
EchoStateNetwork,IOPS_13,94,0.0
EchoStateNetwork,IOPS_13,95,0.0
EchoStateNetwork,IOPS_13,96,0.0
EchoStateNetwork,IOPS_13,97,0.0
EchoStateNetwork,IOPS_13,98,0.0
EchoStateNetwork,IOPS_13,99,0.0
EchoStateNetwork,IOPS_13,100,0.031848698566617206
EchoStateNetwork,IOPS_13,101,0.13935875737641887
EchoStateNetwork,IOPS_13,102,0.35433043115634116
EchoStateNetwork,IOPS_13,103,0.019153710767087093
EchoStateNetwork,IOPS_13,104,0.16783341871248514
EchoStateNetwork,IOPS_13,105,0.04380260644831496
EchoStateNetwork,IOPS_13,106,0.00759076037502865
EchoStateNetwork,IOPS_13,107,0.05566613768085851
EchoStateNetwork,IOPS_13,108,0.09223990916457596
EchoStateNetwork,IOPS_13,109,0.2344986128709569
EchoStateNetwork,IOPS_13,110,0.2588453118725977
EchoStateNetwork,IOPS_13,111,0.1416777054160856
EchoStateNetwork,IOPS_13,112,0.15047566987160185
EchoStateNetwork,IOPS_13,113,0.11601529455389863
EchoStateNetwork,IOPS_13,114,0.16632308895665132
EchoStateNetwork,IOPS_13,115,0.11135298108156962
EchoStateNetwork,IOPS_13,116,0.25683829755702486
EchoStateNetwork,IOPS_13,117,0.0599815428563045
EchoStateNetwork,IOPS_13,118,0.07850723648302863
