Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,target
IOPS_102,-0.0522997276844627,0.0207788797667262,0.1513065214549887,-1.3540346737893134,1.253067648352376,0.0911293797228182,0.0017986279021749,-0.5469287188086722,-0.9552185897227958,10.4613766057644,4
IOPS_103,-0.152598237656687,0.0256160212178758,-0.968691765891482,-0.5247821260509422,1.076432256839923,0.0905205184436448,0.0017824976256463,-0.4609892333763891,-1.0481986986504612,10.463672746579885,4
IOPS_11,0.062986254430609,0.0032202156276868,-0.7909185874658257,-0.9249815158737004,1.497103260822949,0.0922476250629208,0.0017424646123563,-0.5903305044469948,-0.8708936896815009,10.562000549267532,4
IOPS_116,0.0129553423617496,0.0064455424427086,0.6237254843506003,-0.8040473368832584,1.2984890419052446,0.0914012150174746,0.0017021744306983,-0.5546810842864389,-0.8934175786216012,10.470293411405274,4
IOPS_118,-0.2854484110146863,0.1603160317725281,-0.6087672970714861,-1.0284509914907147,1.1562631450924965,0.0905057646018809,0.0018040641142691,-0.5091792826686067,-1.0036298165055195,10.46018904719012,0
IOPS_121,-0.1956498982134327,0.029066019088919,-1.4237633314556195,0.1573404029842073,1.3053256609103014,0.0905484133148074,0.001798172897366,-0.4685799770102931,-1.051751709160832,10.462282910443252,4
IOPS_127,0.0601308500451629,0.0155837937865909,0.9974191350065154,-0.4851531819654027,1.0179665820069492,0.0910633418143377,0.0016327706640737,-0.5296664825700425,-0.8640805486926078,10.475484228745744,4
IOPS_128,0.0586824881900359,0.0427162432805439,0.1280922285308661,-1.0784869628201812,1.380982472573662,0.0918198148380734,0.0016856331295291,-0.5856637206669306,-0.8376109974057417,10.471811185743649,0
IOPS_19,-0.111327592359896,0.0208995582968771,-0.5658951729596702,-0.8473621248307248,1.210127716998621,0.0902673806878557,0.001803627422414,-0.5104935641709024,-1.0005024107804927,10.459304755446258,0
IOPS_192,0.0587364411028984,10.491000231212292,-1.114345904540388,-0.2505345490231261,1.242085790326436,0.0908320355724202,0.0017257398723626,-0.2140529178418591,-1.4709009856419302,10.478953603128602,4
IOPS_199,-0.2295644231462543,0.0650281362188546,-1.4077892950319275,0.130347830477568,1.117850418159045,0.0899865383892621,0.0018470766374842,-0.5059064879461529,-1.0224585355190123,10.454665162824494,4
IOPS_218,-0.0447130249062645,0.0061868762567008,-0.3841294955045863,-1.817919431463699,1.201455355572744,0.0906585371524142,0.0017747768986433,-0.5295169169766502,-0.959669748664246,10.462395070814628,0
IOPS_24,0.0049966762143583,0.0396970586511693,-0.5613487441042521,-1.010365778192695,1.3830227737837983,0.0902964424280755,0.0018339319170703,-0.5082607278626721,-1.0232521894719018,10.45699793823816,0
IOPS_243,0.0340084647825112,0.0172473658909531,-0.2595622336800657,-1.33156539572764,1.4226346757703787,0.0977634021733542,0.0001959324776984,-1.02460827466432,4.518134332143668,10.584717038035496,2
IOPS_246,0.1516996327093811,0.0051667824059583,0.13232627762398,-1.1881772719978032,1.49066791068398,0.0976414840711184,0.000224508485372,-1.3604462960375805,6.239945943935263,10.582485240930394,2
IOPS_255,-0.0386867471570252,0.0115715035105212,0.2595704366135504,-1.3519123427865745,1.522264539588764,0.0930480823104254,0.0013372895656897,-0.6514052805026582,-0.4691953348764546,10.501545426052392,4
IOPS_256,0.0522397976413215,0.0048347667662161,0.0759513069051653,-0.8533786259215663,1.4029712892199064,0.0933212771479822,0.0014135307260191,-0.6678774771668451,-0.5229239161397792,10.495988250231171,4
IOPS_264,0.0063180454322185,0.0172981613535794,0.244719231453166,-0.9414200906283696,1.3442608631726296,0.0910261393754906,0.0017564330568657,-0.5353857254625445,-0.9403639860551056,10.464964557832769,0
IOPS_269,-0.2025227450787909,0.0081975409761574,-0.1390583771392363,-1.3733716957729771,1.5059535786756986,0.0905747140176462,0.0017590339447221,-0.5109416419111172,-0.9706146076659103,10.017782585221877,0
IOPS_275,-0.3499929187075665,0.1302426800286019,-0.9865349072823628,-0.4183782293713505,1.0890553753355174,0.0904436840964719,0.0018033004569352,-0.468226942602501,-1.0540325388984264,10.4615273761666,4
IOPS_327,0.0151875657604393,0.015715060253091,0.1141266204430662,-0.9312477093556156,1.298055926021437,0.0941218346052086,0.0013166084185435,-0.6890615748742256,-0.3874203621807388,10.504852420695132,2
IOPS_328,-0.0990354974524691,0.0420525902342463,-0.4139828677710919,-1.4653331452254328,1.2149075411328722,0.1014731691581029,0.0004952148869429,-0.8277210082675429,1.230178118715786,10.568786408817802,2
IOPS_329,0.0533446038101873,0.0455055962671615,0.3969431314111181,-1.1577341991641033,1.2900672176997658,0.0979278574076997,0.0007658216455428,-0.6709446432791082,0.4541668953293425,10.549841997920009,3
IOPS_331,-0.0841129882504266,0.0168987955332864,-1.170430590198851,-0.2471391753545861,0.9499235484380528,0.0926999883428789,0.0015539977942401,-0.6017899422413266,-0.7016543695793063,10.484544969388653,0
IOPS_333,-0.0155026599710335,0.0217289711684957,0.0118618156069255,-1.5065194256404972,1.5156686243376107,0.0950337958872317,0.001261671017076,-0.7748348846893258,-0.1575248669973068,10.50932834200274,4
IOPS_337,0.0046796645003321,0.0396493804444159,0.95448607150478,-0.3848682775261749,1.195212967761216,0.0967942758010843,0.0010184030613769,-0.7367943220583716,0.0787854701515313,10.53088834552308,3
IOPS_338,-0.0482383683747663,0.0475064401250246,-1.4600870416199678,0.2015866052510913,1.0730798877538097,0.0920793455305537,0.0015369882580524,-0.481831239682866,-0.8702174241995819,10.487537306513342,4
IOPS_353,-0.2771456674275103,0.0653572629740354,-1.4927851031108614,0.2405024827566184,1.2801845195816877,0.090201472654082,0.0018003513616092,-0.5030046015389644,-1.005921453867684,10.459635220545527,0
IOPS_365,0.0074656070070197,0.0360069045389962,-0.6105372190910351,-0.466569334483224,1.1703375089906989,0.0912409656192562,0.0017173118154965,-0.5529966589683659,-0.901283864854218,10.468423564356192,2
IOPS_394,-0.2933752697443341,0.4487187251951089,-1.100401987346688,-0.158306192540508,0.9499103247393548,0.0902336205548628,0.0017937630771923,-0.4373304970021018,-1.0794546454255358,10.46253591372772,4
