Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,target
IOPS_102,-0.0522997276844627,0.0207788797667262,0.1513065214549887,-1.3540346737893134,1.253067648352376,0.0911293797228182,0.0017986279021749,-0.5469287188086722,-0.9552185897227958,10.4613766057644,4
IOPS_103,-0.152598237656687,0.0256160212178758,-0.968691765891482,-0.5247821260509422,1.076432256839923,0.0905205184436448,0.0017824976256463,-0.4609892333763891,-1.0481986986504612,10.463672746579885,4
IOPS_104,-0.0473904368082923,0.0180586069271504,-0.2022612263848272,-0.9602589331302768,1.425328456565143,0.0908520729669689,0.0017954667211013,-0.510205063830939,-0.9992928946409898,10.462068299781649,2
IOPS_11,0.062986254430609,0.0032202156276868,-0.7909185874658257,-0.9249815158737004,1.497103260822949,0.0922476250629208,0.0017424646123563,-0.5903305044469948,-0.8708936896815009,10.562000549267532,4
IOPS_116,0.0129553423617496,0.0064455424427086,0.6237254843506003,-0.8040473368832584,1.2984890419052446,0.0914012150174746,0.0017021744306983,-0.5546810842864389,-0.8934175786216012,10.470293411405274,4
IOPS_118,-0.2854484110146863,0.1603160317725281,-0.6087672970714861,-1.0284509914907147,1.1562631450924965,0.0905057646018809,0.0018040641142691,-0.5091792826686067,-1.0036298165055195,10.46018904719012,0
IOPS_121,-0.1956498982134327,0.029066019088919,-1.4237633314556195,0.1573404029842073,1.3053256609103014,0.0905484133148074,0.001798172897366,-0.4685799770102931,-1.051751709160832,10.462282910443252,4
IOPS_127,0.0601308500451629,0.0155837937865909,0.9974191350065154,-0.4851531819654027,1.0179665820069492,0.0910633418143377,0.0016327706640737,-0.5296664825700425,-0.8640805486926078,10.475484228745744,4
IOPS_128,0.0586824881900359,0.0427162432805439,0.1280922285308661,-1.0784869628201812,1.380982472573662,0.0918198148380734,0.0016856331295291,-0.5856637206669306,-0.8376109974057417,10.471811185743649,0
IOPS_186,-0.6451972779187035,8.458626762546158,-0.7229907808919505,-0.3477820251475338,0.8450094678988954,0.0902066675043057,0.0018173642527889,-0.3919819623900127,-1.1692408107683263,10.462483464029791,4
IOPS_19,-0.111327592359896,0.0208995582968771,-0.5658951729596702,-0.8473621248307248,1.210127716998621,0.0902673806878557,0.001803627422414,-0.5104935641709024,-1.0005024107804927,10.459304755446258,0
IOPS_192,0.0587364411028984,10.491000231212292,-1.114345904540388,-0.2505345490231261,1.242085790326436,0.0908320355724202,0.0017257398723626,-0.2140529178418591,-1.4709009856419302,10.478953603128602,4
IOPS_194,0.2821572697670644,0.0616958303823264,-0.2317152716898022,-1.4940020071480375,1.3720327348140278,0.0919560759659738,0.0013913214448684,-0.5681884271178835,-0.6234317942663683,10.49635543057209,4
IOPS_199,-0.2295644231462543,0.0650281362188546,-1.4077892950319275,0.130347830477568,1.117850418159045,0.0899865383892621,0.0018470766374842,-0.5059064879461529,-1.0224585355190123,10.454665162824494,4
IOPS_218,-0.0447130249062645,0.0061868762567008,-0.3841294955045863,-1.817919431463699,1.201455355572744,0.0906585371524142,0.0017747768986433,-0.5295169169766502,-0.959669748664246,10.462395070814628,0
IOPS_225,0.0303529277320824,0.0159565775800205,-0.4764683181752963,-1.514045052524965,1.5733098553981395,0.091689067965079,0.0017918102512994,-0.5685648231496293,-0.936582692637554,10.46330344212866,0
IOPS_236,-0.0756469492200355,0.0259600689775938,0.475974031738671,-0.5160291491093525,1.462094075999553,0.0918296844804716,0.001784650810471,-0.5733010725493738,-0.9244555675574656,10.464265213500036,4
IOPS_24,0.0049966762143583,0.0396970586511693,-0.5613487441042521,-1.010365778192695,1.3830227737837983,0.0902964424280755,0.0018339319170703,-0.5082607278626721,-1.0232521894719018,10.45699793823816,0
IOPS_241,-0.080493528525346,0.0080815596953576,-0.1207821303620472,-1.6526956758074716,1.2632871286329617,0.09738057994235,0.0002589772281348,-0.7964655870736213,2.1925622019120583,10.581110342344433,2
IOPS_242,-0.1443750225352637,0.0468908661290845,-0.8572642831003628,-0.6400493298614744,1.0847324261521525,0.0932106717725741,0.001285923686154,-0.5520579141667755,-0.5753989241041246,10.50881694791227,4
IOPS_243,0.0340084647825112,0.0172473658909531,-0.2595622336800657,-1.33156539572764,1.4226346757703787,0.0977634021733542,0.0001959324776984,-1.02460827466432,4.518134332143668,10.584717038035496,2
IOPS_246,0.1516996327093811,0.0051667824059583,0.13232627762398,-1.1881772719978032,1.49066791068398,0.0976414840711184,0.000224508485372,-1.3604462960375805,6.239945943935263,10.582485240930394,2
IOPS_255,-0.0386867471570252,0.0115715035105212,0.2595704366135504,-1.3519123427865745,1.522264539588764,0.0930480823104254,0.0013372895656897,-0.6514052805026582,-0.4691953348764546,10.501545426052392,4
IOPS_256,0.0522397976413215,0.0048347667662161,0.0759513069051653,-0.8533786259215663,1.4029712892199064,0.0933212771479822,0.0014135307260191,-0.6678774771668451,-0.5229239161397792,10.495988250231171,4
IOPS_261,-0.1223856954760179,0.1058202266535776,-0.965306632161222,-0.3804452199834522,1.209976966761243,0.0904355832262163,0.0018015913566159,-0.4862051364932364,-1.0263556228619473,10.46091606004192,0
IOPS_264,0.0063180454322185,0.0172981613535794,0.244719231453166,-0.9414200906283696,1.3442608631726296,0.0910261393754906,0.0017564330568657,-0.5353857254625445,-0.9403639860551056,10.464964557832769,0
IOPS_267,0.0707311605180943,0.021013799533145,-0.2936019365760167,-1.1465036434277098,1.418754018492455,0.0912451713376513,0.0018049801537274,-0.552915305824252,-0.9576106881935867,10.461162940025552,0
IOPS_269,-0.2025227450787909,0.0081975409761574,-0.1390583771392363,-1.3733716957729771,1.5059535786756986,0.0905747140176462,0.0017590339447221,-0.5109416419111172,-0.9706146076659103,10.017782585221877,0
IOPS_275,-0.3499929187075665,0.1302426800286019,-0.9865349072823628,-0.4183782293713505,1.0890553753355174,0.0904436840964719,0.0018033004569352,-0.468226942602501,-1.0540325388984264,10.4615273761666,4
IOPS_285,0.0006873326452341,0.0281442455865384,0.0778350753176043,-1.6487284982641748,1.4963326016942242,0.0906104173115461,0.0017975572859902,-0.5264301006330843,-0.9817059917435488,10.4605036690075,0
