algorithm,dataset,timestep,anomaly_score
EchoStateNetwork,IOPS_3,0,0.0
EchoStateNetwork,IOPS_3,1,0.0
EchoStateNetwork,IOPS_3,2,0.0
EchoStateNetwork,IOPS_3,3,0.0
EchoStateNetwork,IOPS_3,4,0.0
EchoStateNetwork,IOPS_3,5,0.0
EchoStateNetwork,IOPS_3,6,0.0
EchoStateNetwork,IOPS_3,7,0.0
EchoStateNetwork,IOPS_3,8,0.0
EchoStateNetwork,IOPS_3,9,0.0
EchoStateNetwork,IOPS_3,10,0.0
EchoStateNetwork,IOPS_3,11,0.0
EchoStateNetwork,IOPS_3,12,0.0
EchoStateNetwork,IOPS_3,13,0.0
EchoStateNetwork,IOPS_3,14,0.0
EchoStateNetwork,IOPS_3,15,0.0
EchoStateNetwork,IOPS_3,16,0.0
EchoStateNetwork,IOPS_3,17,0.0
EchoStateNetwork,IOPS_3,18,0.0
EchoStateNetwork,IOPS_3,19,0.0
EchoStateNetwork,IOPS_3,20,0.0
EchoStateNetwork,IOPS_3,21,0.0
EchoStateNetwork,IOPS_3,22,0.0
EchoStateNetwork,IOPS_3,23,0.0
EchoStateNetwork,IOPS_3,24,0.0
EchoStateNetwork,IOPS_3,25,0.0
EchoStateNetwork,IOPS_3,26,0.0
EchoStateNetwork,IOPS_3,27,0.0
EchoStateNetwork,IOPS_3,28,0.0
EchoStateNetwork,IOPS_3,29,0.0
EchoStateNetwork,IOPS_3,30,0.0
EchoStateNetwork,IOPS_3,31,0.0
EchoStateNetwork,IOPS_3,32,0.0
EchoStateNetwork,IOPS_3,33,0.0
EchoStateNetwork,IOPS_3,34,0.0
EchoStateNetwork,IOPS_3,35,0.0
EchoStateNetwork,IOPS_3,36,0.0
EchoStateNetwork,IOPS_3,37,0.0
EchoStateNetwork,IOPS_3,38,0.0
EchoStateNetwork,IOPS_3,39,0.0
EchoStateNetwork,IOPS_3,40,0.0
EchoStateNetwork,IOPS_3,41,0.0
EchoStateNetwork,IOPS_3,42,0.0
EchoStateNetwork,IOPS_3,43,0.0
EchoStateNetwork,IOPS_3,44,0.0
EchoStateNetwork,IOPS_3,45,0.0
EchoStateNetwork,IOPS_3,46,0.0
EchoStateNetwork,IOPS_3,47,0.0
EchoStateNetwork,IOPS_3,48,0.0
EchoStateNetwork,IOPS_3,49,0.0
EchoStateNetwork,IOPS_3,50,0.0
EchoStateNetwork,IOPS_3,51,0.0
EchoStateNetwork,IOPS_3,52,0.0
EchoStateNetwork,IOPS_3,53,0.0
EchoStateNetwork,IOPS_3,54,0.0
EchoStateNetwork,IOPS_3,55,0.0
EchoStateNetwork,IOPS_3,56,0.0
EchoStateNetwork,IOPS_3,57,0.0
EchoStateNetwork,IOPS_3,58,0.0
EchoStateNetwork,IOPS_3,59,0.0
EchoStateNetwork,IOPS_3,60,0.0
EchoStateNetwork,IOPS_3,61,0.0
EchoStateNetwork,IOPS_3,62,0.0
EchoStateNetwork,IOPS_3,63,0.0
EchoStateNetwork,IOPS_3,64,0.0
EchoStateNetwork,IOPS_3,65,0.0
EchoStateNetwork,IOPS_3,66,0.0
EchoStateNetwork,IOPS_3,67,0.0
EchoStateNetwork,IOPS_3,68,0.0
EchoStateNetwork,IOPS_3,69,0.0
EchoStateNetwork,IOPS_3,70,0.0
EchoStateNetwork,IOPS_3,71,0.0
EchoStateNetwork,IOPS_3,72,0.0
EchoStateNetwork,IOPS_3,73,0.0
EchoStateNetwork,IOPS_3,74,0.0
EchoStateNetwork,IOPS_3,75,0.0
EchoStateNetwork,IOPS_3,76,0.0
EchoStateNetwork,IOPS_3,77,0.0
EchoStateNetwork,IOPS_3,78,0.0
EchoStateNetwork,IOPS_3,79,0.0
EchoStateNetwork,IOPS_3,80,0.0
EchoStateNetwork,IOPS_3,81,0.0
EchoStateNetwork,IOPS_3,82,0.0
EchoStateNetwork,IOPS_3,83,0.0
EchoStateNetwork,IOPS_3,84,0.0
EchoStateNetwork,IOPS_3,85,0.0
