algorithm,dataset,timestep,anomaly_score
WindowedGaussianDetector,IOPS_3.csv,0,0.0
WindowedGaussianDetector,IOPS_3.csv,1,1.0
WindowedGaussianDetector,IOPS_3.csv,2,0.9998830374002177
WindowedGaussianDetector,IOPS_3.csv,3,0.9999999999981577
WindowedGaussianDetector,IOPS_3.csv,4,0.7944681773390789
WindowedGaussianDetector,IOPS_3.csv,5,0.9996353242724978
WindowedGaussianDetector,IOPS_3.csv,6,0.595993445045369
WindowedGaussianDetector,IOPS_3.csv,7,0.8209953141398425
WindowedGaussianDetector,IOPS_3.csv,8,0.9012025208608876
WindowedGaussianDetector,IOPS_3.csv,9,0.9927235654982893
WindowedGaussianDetector,IOPS_3.csv,10,0.9928711872865827
WindowedGaussianDetector,IOPS_3.csv,11,0.9952942689140041
WindowedGaussianDetector,IOPS_3.csv,12,0.9786451189535329
WindowedGaussianDetector,IOPS_3.csv,13,0.9724409766947063
WindowedGaussianDetector,IOPS_3.csv,14,0.9826338381792933
WindowedGaussianDetector,IOPS_3.csv,15,0.9849810394070128
WindowedGaussianDetector,IOPS_3.csv,16,0.9928820747454827
WindowedGaussianDetector,IOPS_3.csv,17,0.9816386490122716
WindowedGaussianDetector,IOPS_3.csv,18,0.9800962072328706
WindowedGaussianDetector,IOPS_3.csv,19,0.9789539844230463
WindowedGaussianDetector,IOPS_3.csv,20,0.970816455402468
WindowedGaussianDetector,IOPS_3.csv,21,0.9620323045798523
WindowedGaussianDetector,IOPS_3.csv,22,0.957005540237602
WindowedGaussianDetector,IOPS_3.csv,23,0.9669530280659921
WindowedGaussianDetector,IOPS_3.csv,24,0.9488477506652171
WindowedGaussianDetector,IOPS_3.csv,25,0.9363420858826158
WindowedGaussianDetector,IOPS_3.csv,26,0.9436663912332858
WindowedGaussianDetector,IOPS_3.csv,27,0.9531300669630667
WindowedGaussianDetector,IOPS_3.csv,28,0.9398292923925317
WindowedGaussianDetector,IOPS_3.csv,29,0.9388719144472709
WindowedGaussianDetector,IOPS_3.csv,30,0.9376913854121947
WindowedGaussianDetector,IOPS_3.csv,31,0.9383555648936462
WindowedGaussianDetector,IOPS_3.csv,32,0.9259057782608908
WindowedGaussianDetector,IOPS_3.csv,33,0.9243908787633132
WindowedGaussianDetector,IOPS_3.csv,34,0.9214430470349985
WindowedGaussianDetector,IOPS_3.csv,35,0.9252657410232082
WindowedGaussianDetector,IOPS_3.csv,36,0.919264894772261
WindowedGaussianDetector,IOPS_3.csv,37,0.9215338749143962
WindowedGaussianDetector,IOPS_3.csv,38,0.9137500998852287
WindowedGaussianDetector,IOPS_3.csv,39,0.9019993081767204
WindowedGaussianDetector,IOPS_3.csv,40,0.8969440854658844
WindowedGaussianDetector,IOPS_3.csv,41,0.8895092067050429
WindowedGaussianDetector,IOPS_3.csv,42,0.8895988966988254
WindowedGaussianDetector,IOPS_3.csv,43,0.8918216529199271
WindowedGaussianDetector,IOPS_3.csv,44,0.8704978946346219
WindowedGaussianDetector,IOPS_3.csv,45,0.8827004122062844
WindowedGaussianDetector,IOPS_3.csv,46,0.8949726157973141
WindowedGaussianDetector,IOPS_3.csv,47,0.8855022940730701
WindowedGaussianDetector,IOPS_3.csv,48,0.8945165989892343
WindowedGaussianDetector,IOPS_3.csv,49,0.8769214887097785
WindowedGaussianDetector,IOPS_3.csv,50,0.8865566488364247
WindowedGaussianDetector,IOPS_3.csv,51,0.8705188560800333
WindowedGaussianDetector,IOPS_3.csv,52,0.8693580864151171
WindowedGaussianDetector,IOPS_3.csv,53,0.8673331194918696
WindowedGaussianDetector,IOPS_3.csv,54,0.8593179176093965
WindowedGaussianDetector,IOPS_3.csv,55,0.8601107329683142
WindowedGaussianDetector,IOPS_3.csv,56,0.8626302218316718
WindowedGaussianDetector,IOPS_3.csv,57,0.8508666375249894
WindowedGaussianDetector,IOPS_3.csv,58,0.8563377344764461
WindowedGaussianDetector,IOPS_3.csv,59,0.8588213684582949
WindowedGaussianDetector,IOPS_3.csv,60,0.8510877448573857
WindowedGaussianDetector,IOPS_3.csv,61,0.8357400452409305
WindowedGaussianDetector,IOPS_3.csv,62,0.8398315369895499
WindowedGaussianDetector,IOPS_3.csv,63,0.8284670209308169
WindowedGaussianDetector,IOPS_3.csv,64,0.8340655930337677
WindowedGaussianDetector,IOPS_3.csv,65,0.8204538297656168
WindowedGaussianDetector,IOPS_3.csv,66,0.8107655947808253
WindowedGaussianDetector,IOPS_3.csv,67,0.800304119087725
WindowedGaussianDetector,IOPS_3.csv,68,0.7888029514312631
WindowedGaussianDetector,IOPS_3.csv,69,0.787155970050547
WindowedGaussianDetector,IOPS_3.csv,70,0.7716182257992633
WindowedGaussianDetector,IOPS_3.csv,71,0.7725565049691135
WindowedGaussianDetector,IOPS_3.csv,72,0.7273137497687482
WindowedGaussianDetector,IOPS_3.csv,73,0.7087171640181482
WindowedGaussianDetector,IOPS_3.csv,74,0.691262043418834
WindowedGaussianDetector,IOPS_3.csv,75,0.6843539953213814
WindowedGaussianDetector,IOPS_3.csv,76,0.6576681428428462
WindowedGaussianDetector,IOPS_3.csv,77,0.6327093393467204
WindowedGaussianDetector,IOPS_3.csv,78,0.6240964253033089
WindowedGaussianDetector,IOPS_3.csv,79,0.5834550721374955
WindowedGaussianDetector,IOPS_3.csv,80,0.5745459292591097
WindowedGaussianDetector,IOPS_3.csv,81,0.5064755749619401
WindowedGaussianDetector,IOPS_3.csv,82,0.5634959518502992
WindowedGaussianDetector,IOPS_3.csv,83,0.5298407367160092
WindowedGaussianDetector,IOPS_3.csv,84,0.5512758436718681
WindowedGaussianDetector,IOPS_3.csv,85,0.5793384010921487
WindowedGaussianDetector,IOPS_3.csv,86,0.5813087950863616
WindowedGaussianDetector,IOPS_3.csv,87,0.6483680729979857
WindowedGaussianDetector,IOPS_3.csv,88,0.6964911711792348
WindowedGaussianDetector,IOPS_3.csv,89,0.6925278372518376
WindowedGaussianDetector,IOPS_3.csv,90,0.7248258187238508
WindowedGaussianDetector,IOPS_3.csv,91,0.7581397078840496
WindowedGaussianDetector,IOPS_3.csv,92,0.7237941146197321
WindowedGaussianDetector,IOPS_3.csv,93,0.824800885370762
WindowedGaussianDetector,IOPS_3.csv,94,0.8689128252639956
WindowedGaussianDetector,IOPS_3.csv,95,0.8331607615524891
WindowedGaussianDetector,IOPS_3.csv,96,0.8673427316746584
WindowedGaussianDetector,IOPS_3.csv,97,0.8992309166070837
WindowedGaussianDetector,IOPS_3.csv,98,0.9236048658176881
WindowedGaussianDetector,IOPS_3.csv,99,0.9382680264211574
WindowedGaussianDetector,IOPS_3.csv,100,0.9364180620300085
WindowedGaussianDetector,IOPS_3.csv,101,0.9379947420186086
WindowedGaussianDetector,IOPS_3.csv,102,0.9616848494489268
WindowedGaussianDetector,IOPS_3.csv,103,0.9692902643442591
WindowedGaussianDetector,IOPS_3.csv,104,0.9676158802508791
WindowedGaussianDetector,IOPS_3.csv,105,0.9842517601735777
WindowedGaussianDetector,IOPS_3.csv,106,0.9797754675088034
WindowedGaussianDetector,IOPS_3.csv,107,0.9843258240546742
WindowedGaussianDetector,IOPS_3.csv,108,0.9881819720196233
WindowedGaussianDetector,IOPS_3.csv,109,0.9897935346346144
WindowedGaussianDetector,IOPS_3.csv,110,0.9963673178643788
WindowedGaussianDetector,IOPS_3.csv,111,0.995962962703477
WindowedGaussianDetector,IOPS_3.csv,112,0.9936963730236487
WindowedGaussianDetector,IOPS_3.csv,113,0.9932120956181623
WindowedGaussianDetector,IOPS_3.csv,114,0.9943629363363552
WindowedGaussianDetector,IOPS_3.csv,115,0.9913631985484321
WindowedGaussianDetector,IOPS_3.csv,116,0.9920481287865172
WindowedGaussianDetector,IOPS_3.csv,117,0.9944718055845159
WindowedGaussianDetector,IOPS_3.csv,118,0.993590749887356
WindowedGaussianDetector,IOPS_3.csv,119,0.9929812631460023
WindowedGaussianDetector,IOPS_3.csv,120,0.9936348881018217
WindowedGaussianDetector,IOPS_3.csv,121,0.9958513387612865
WindowedGaussianDetector,IOPS_3.csv,122,0.9944493742779319
WindowedGaussianDetector,IOPS_3.csv,123,0.9929240432002191
WindowedGaussianDetector,IOPS_3.csv,124,0.9929195972898955
WindowedGaussianDetector,IOPS_3.csv,125,0.987984268191452
WindowedGaussianDetector,IOPS_3.csv,126,0.9906712091677913
WindowedGaussianDetector,IOPS_3.csv,127,0.9923780423042368
WindowedGaussianDetector,IOPS_3.csv,128,0.9869306175716172
WindowedGaussianDetector,IOPS_3.csv,129,0.9883562914404745
WindowedGaussianDetector,IOPS_3.csv,130,0.9869388515922928
WindowedGaussianDetector,IOPS_3.csv,131,0.9862768419856393
WindowedGaussianDetector,IOPS_3.csv,132,0.9814958733301772
WindowedGaussianDetector,IOPS_3.csv,133,0.9830147285925803
WindowedGaussianDetector,IOPS_3.csv,134,0.9800052172431483
WindowedGaussianDetector,IOPS_3.csv,135,0.9752567442727499
WindowedGaussianDetector,IOPS_3.csv,136,0.9668684838156504
WindowedGaussianDetector,IOPS_3.csv,137,0.9636284914472699
WindowedGaussianDetector,IOPS_3.csv,138,0.9671548501880105
WindowedGaussianDetector,IOPS_3.csv,139,0.9621742448511257
WindowedGaussianDetector,IOPS_3.csv,140,0.9703084836284963
WindowedGaussianDetector,IOPS_3.csv,141,0.9570240086630846
WindowedGaussianDetector,IOPS_3.csv,142,0.9613920632457855
WindowedGaussianDetector,IOPS_3.csv,143,0.955351801744554
WindowedGaussianDetector,IOPS_3.csv,144,0.9603295639461892
WindowedGaussianDetector,IOPS_3.csv,145,0.9504559043634888
WindowedGaussianDetector,IOPS_3.csv,146,0.957706976123485
WindowedGaussianDetector,IOPS_3.csv,147,0.9706899180304631
WindowedGaussianDetector,IOPS_3.csv,148,0.9744913763721785
WindowedGaussianDetector,IOPS_3.csv,149,0.979526973704826
WindowedGaussianDetector,IOPS_3.csv,150,0.9750759641196476
WindowedGaussianDetector,IOPS_3.csv,151,0.968316592185145
WindowedGaussianDetector,IOPS_3.csv,152,0.9717815370968031
WindowedGaussianDetector,IOPS_3.csv,153,0.9686703232594727
WindowedGaussianDetector,IOPS_3.csv,154,0.9655560548640293
WindowedGaussianDetector,IOPS_3.csv,155,0.9584175309218309
WindowedGaussianDetector,IOPS_3.csv,156,0.9555547954737271
WindowedGaussianDetector,IOPS_3.csv,157,0.9499616100805902
WindowedGaussianDetector,IOPS_3.csv,158,0.9399841893700666
WindowedGaussianDetector,IOPS_3.csv,159,0.9467510487132075
