Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,target
Yahoo_A1real_10_data,-0.0841412823198538,0.1819854748344717,0.206927651697402,-0.6318489786004093,1.211222223078071,0.0903246619952755,0.0017811395089378,-0.5022288095147212,-0.9942757322727376,8.743277724840848,4
Yahoo_A1real_11_data,-0.2096107791087024,0.0992884514222575,0.2816569123752946,-1.6203899352167928,1.4795119247759434,0.095227678926485,0.0008332127507658,-0.9562735103199842,0.8020463996497034,8.821543753981054,2
Yahoo_A1real_12_data,-0.0449122212101171,0.4420930827439797,-0.8160165444368989,-0.4477839759296111,1.2210163060674168,0.092839048899231,0.0015104583240341,-0.6313841629125067,-0.6846382440462064,8.769880692394636,4
Yahoo_A1real_13_data,2.2202117775037182,5314.070575651185,0.5646077405328621,-0.6415543660405749,1.3236771442686988,0.0956941114848903,0.0003122790364345,-0.9830118813885788,1.8624769745792564,8.858726848102684,4
Yahoo_A1real_14_data,-0.2406169401242462,0.5370116019868038,-0.497525809703644,-0.7205195620371807,1.2038093542039956,0.092598726713214,0.0013233037000942,-0.6781870551534948,-0.3974176819833874,8.782559302544522,0
Yahoo_A1real_15_data,5.651000564594031,10430.415517799458,0.6053800308394847,-0.5488468271085103,1.253287793163868,0.0957258601728181,0.0003036722646765,-0.9836046314200708,1.9211168038648576,8.859289829679335,4
Yahoo_A1real_16_data,-5.180882212565076,95.75215306617618,-1.4325866319301337,0.1635620198371459,0.6482868084789328,0.0943658612057341,0.0007550930136679,-0.837585430904627,0.4948602681949117,8.842909796836198,4
Yahoo_A1real_17_data,0.0196011153707201,0.0320933570051518,-1.0812782647961865,-0.1904501610044016,1.358607563747584,0.0930526702484582,0.0014823029721371,-0.6631465311461149,-0.5769672258593159,8.760892930132023,4
Yahoo_A1real_18_data,7.380731670329967,1147.5595864072166,0.6739031083581238,-0.3674941067096426,0.8803009418326971,0.0974875097235425,0.0005267429303988,-0.9310205191057548,1.2106993608871717,8.861101905945112,4
Yahoo_A1real_19_data,-0.1330742296040608,0.0219392117986143,-0.4981647908245561,-1.4464382373509863,1.0420667389088272,0.091221004174457,0.0014664939283844,-0.5683046802569125,-0.6513845600712398,8.759061021376695,4
Yahoo_A1real_1_data,0.0932153587782678,0.0114543766158589,0.3555488582835815,-1.551671182867281,1.1258407368655252,0.0909886473461143,0.0017791241715912,-0.5367097061675287,-0.9599005528118028,8.731537782686999,4
Yahoo_A1real_20_data,-0.2994848435425677,0.3057924609992458,-1.384183146416022,0.0960586021034259,0.7904661817374647,0.0920143036548334,0.0013640776805055,-0.5888073207034183,-0.5665880448382938,8.767933049578149,4
Yahoo_A1real_21_data,0.054905874070214,0.4172074073067562,0.949558302559984,-0.3557207808070006,1.0686268626892634,0.0935689647267619,0.0012638526960456,-0.7464962580946995,-0.2752220129359171,8.775077717854739,0
Yahoo_A1real_22_data,0.0135460840078869,0.0069795935896016,-1.0351055831250724,-0.528013301019433,1.422598679709404,0.0925312494444411,0.0013552260120753,-0.6496812344526558,-0.456455894414181,8.767079976654719,2
Yahoo_A1real_23_data,0.0378903915076901,0.0698912124545013,-1.0153220049993448,-0.3805304426996518,1.2978348514626448,0.090280394368975,0.0017561971300761,-0.5284794595511203,-0.9502949257453026,8.730932765023638,4
Yahoo_A1real_24_data,3.0401720256567577,4.96136135007295,0.1810097843253721,-1.5881682632984455,1.3123226702867463,0.0968226182217225,0.0006144882720164,-0.8749036967034781,0.9260481258961492,8.85489069749414,0
Yahoo_A1real_25_data,2378.908551904896,5615354.86340346,-0.118763253583149,-1.678253669631125,1.2467474550666853,0.0992254423368433,0.0001729463080952,-0.713685769174079,2.503956123301444,8.865522012267636,2
