algorithm,dataset,timestep,anomaly_score
IsolationForestDetector,IOPS_8,0,0.0
IsolationForestDetector,IOPS_8,1,0.0
IsolationForestDetector,IOPS_8,2,0.0
IsolationForestDetector,IOPS_8,3,0.0
IsolationForestDetector,IOPS_8,4,0.0
IsolationForestDetector,IOPS_8,5,0.0
IsolationForestDetector,IOPS_8,6,0.0
IsolationForestDetector,IOPS_8,7,0.0
IsolationForestDetector,IOPS_8,8,0.0
IsolationForestDetector,IOPS_8,9,0.0
IsolationForestDetector,IOPS_8,10,0.0
IsolationForestDetector,IOPS_8,11,0.0
IsolationForestDetector,IOPS_8,12,0.0
IsolationForestDetector,IOPS_8,13,0.0
IsolationForestDetector,IOPS_8,14,0.0
IsolationForestDetector,IOPS_8,15,0.0
IsolationForestDetector,IOPS_8,16,0.0
IsolationForestDetector,IOPS_8,17,0.0
IsolationForestDetector,IOPS_8,18,0.0
IsolationForestDetector,IOPS_8,19,0.0
IsolationForestDetector,IOPS_8,20,0.0
IsolationForestDetector,IOPS_8,21,0.0
IsolationForestDetector,IOPS_8,22,0.0
IsolationForestDetector,IOPS_8,23,0.0
IsolationForestDetector,IOPS_8,24,0.0
IsolationForestDetector,IOPS_8,25,0.0
IsolationForestDetector,IOPS_8,26,0.0
IsolationForestDetector,IOPS_8,27,0.0
IsolationForestDetector,IOPS_8,28,0.0
IsolationForestDetector,IOPS_8,29,0.0
IsolationForestDetector,IOPS_8,30,0.0
IsolationForestDetector,IOPS_8,31,0.0
IsolationForestDetector,IOPS_8,32,0.0
IsolationForestDetector,IOPS_8,33,0.0
IsolationForestDetector,IOPS_8,34,0.0
IsolationForestDetector,IOPS_8,35,0.0
IsolationForestDetector,IOPS_8,36,0.0
IsolationForestDetector,IOPS_8,37,0.0
IsolationForestDetector,IOPS_8,38,0.0
IsolationForestDetector,IOPS_8,39,0.0
IsolationForestDetector,IOPS_8,40,0.0
IsolationForestDetector,IOPS_8,41,0.0
IsolationForestDetector,IOPS_8,42,0.0
IsolationForestDetector,IOPS_8,43,0.0
IsolationForestDetector,IOPS_8,44,0.0
IsolationForestDetector,IOPS_8,45,0.0
IsolationForestDetector,IOPS_8,46,0.0
IsolationForestDetector,IOPS_8,47,0.0
IsolationForestDetector,IOPS_8,48,0.0
IsolationForestDetector,IOPS_8,49,1.0
IsolationForestDetector,IOPS_8,50,0.9836401591336942
IsolationForestDetector,IOPS_8,51,0.8935560810115208
IsolationForestDetector,IOPS_8,52,0.793874717353243
IsolationForestDetector,IOPS_8,53,0.8172842970740147
IsolationForestDetector,IOPS_8,54,0.8659797742106115
IsolationForestDetector,IOPS_8,55,0.7773892634269601
IsolationForestDetector,IOPS_8,56,0.8136828910204614
IsolationForestDetector,IOPS_8,57,0.8247948799422414
IsolationForestDetector,IOPS_8,58,0.8341989931048389
IsolationForestDetector,IOPS_8,59,0.9435195475036213
IsolationForestDetector,IOPS_8,60,0.8139764074818868
IsolationForestDetector,IOPS_8,61,0.8261083443606337
